# mixture
# wavenumber (cm-1), transmittance, uncertainty in transmittance
686.1580790395197,0.4858714791994159,0.02215247260798794
687.7738869434718,0.4061363979477996,0.02011942401592067
689.3896948474237,0.3158172179371858,0.01768463375597636
691.0055027513757,0.2428784486845228,0.015263074025598778
692.6213106553276,0.1789164804394636,0.013016204606359494
694.2371185592797,0.11110831528909701,0.010244754709473768
695.8529264632316,0.09531815463172699,0.00956020345526106
697.4687343671836,0.11133716613885165,0.010409563181223576
699.0845422711355,0.1640773875394722,0.012833347415764078
700.7003501750876,0.23163431459990597,0.015079675588536033
702.3161580790395,0.29492038694384476,0.017216930869566986
703.9319659829915,0.361953766644997,0.019116660271063794
705.5477738869434,0.438872909819961,0.020547770352107964
707.1635817908955,0.45506955429604756,0.021296277179338345
708.7793896948474,0.5023764755261596,0.022002548375971827
710.3951975987994,0.5014376591931842,0.022562489467561876
712.0110055027513,0.5207534602200092,0.02273447322306849
713.6268134067034,0.519428267887553,0.022889817528868615
715.2426213106553,0.5069032232961607,0.02266687823229721
716.8584292146073,0.4919603951044608,0.021785086192054805
718.4742371185592,0.4467461892795908,0.020866015199751193
720.0900450225113,0.402054837006627,0.019890338076074397
721.7058529264632,0.35791079473953324,0.01860810076003028
723.3216608304152,0.2922082302405507,0.017161451842236747
724.9374687343671,0.23740495793013422,0.015418578342396287
726.5532766383192,0.18987897252847466,0.013619433504511693
728.1690845422711,0.13655966731410046,0.011549719447777357
729.7848924462231,0.08111928142004257,0.009011364574000659
731.400700350175,0.05486416229922022,0.007274132769006883
733.0165082541271,0.053509202016569286,0.007133648398066697
734.632316158079,0.05093606529589342,0.006981820911216502
736.248124062031,0.05649350485203678,0.007320547273822295
737.8639319659829,0.06257933596336746,0.007777730454469606
739.479739869935,0.06869888005199773,0.008208366331639697
741.0955477738869,0.09919602051038519,0.00988674513472226
742.7113556778389,0.12854022841745674,0.011458658092126291
744.327163581791,0.1663984483672347,0.012811091956542665
745.9429714857429,0.2172038995644506,0.014665140471442253
747.5587793896948,0.2866748574928289,0.01670007845764127
749.1745872936468,0.35499315933588793,0.01854568090956055
750.7903951975989,0.4110527044599738,0.020222286571111085
752.4062031015508,0.48709872839516105,0.021752310565507353
754.0220110055027,0.5482370269811083,0.02318139628735162
755.6378189094547,0.5871850370390255,0.02438764660696345
757.2536268134068,0.66093593899685,0.025241474101632768
758.8694347173587,0.6783247710147206,0.025955700073960683
760.4852426213106,0.7014405171583543,0.026572454117693288
762.1010505252626,0.7201280038065805,0.02699671856543539
763.7168584292147,0.7571095987905866,0.027414260681706555
765.3326663331666,0.7907536527342183,0.027778923086498514
766.9484742371186,0.7873038063427268,0.02796735622124199
768.5642821410705,0.8199711252132095,0.028154528122552726
770.1800900450226,0.8079205521419754,0.028332486601725184
771.7958979489745,0.8228716431028982,0.02844600425378876
773.4117058529265,0.8143036727681956,0.028558953250683337
775.0275137568784,0.8306533495768104,0.028637770179191804
776.6433216608305,0.8194009018319675,0.02867560527077441
778.2591295647824,0.8258129790125939,0.028713360832786194
779.8749374687344,0.7987045585138862,0.028751037480413556
781.4907453726863,0.8169172075988839,0.02873573622081471
783.1065532766384,0.8344337093180024,0.028659264407839495
784.7223611805903,0.8151252575779759,0.028566759761283936
786.3381690845423,0.8054111010790683,0.028455310054648873
787.9539769884942,0.8070741954623744,0.02833952715664954
789.5697848924463,0.8023485244881434,0.028223251555368183
791.1855927963982,0.8169753712454066,0.028185218687468292
792.8014007003502,0.8169761047968493,0.02820471619383693
794.4172086043021,0.8029924780928207,0.02822331794369622
796.0330165082541,0.8172742518817453,0.028292378972636374
797.6488244122061,0.785270552810237,0.028389686967858443
799.2646323161581,0.8143587335310953,0.02846597925013994
800.88044022011,0.7795923491690424,0.0285153644221734
802.496248124062,0.7985704349449904,0.028574483067332315
804.112056028014,0.8288169905826067,0.02863347950471551
805.727863931966,0.8175830531694221,0.02869183612091622
807.3436718359179,0.8020985962608705,0.02874759344255139
808.95947973987,0.828545759129623,0.028790640919699864
810.5752876438219,0.8246364851855187,0.028837408268451492
812.1910955477739,0.853044458884633,0.028890936304389537
813.8069034517258,0.8586440692587753,0.028944336384839956
815.4227113556778,0.8690470238881168,0.029006415149216445
817.0385192596298,0.8527270372819877,0.029092306413340548
818.6543271635818,0.8368898774964544,0.029177771946756057
820.2701350675338,0.854689114028536,0.02925246563435333
821.8859429714857,0.8883781081000528,0.029275062162637457
823.5017508754377,0.8531462774864762,0.02929763852996096
825.1175587793897,0.8294101731112826,0.029313530560720173
826.7333666833417,0.8563625562940621,0.029308439385863264
828.3491745872936,0.8171888480240239,0.029303346205549554
829.9649824912456,0.8251235031196944,0.029298251017074527
831.5807903951976,0.8295695926583343,0.029292424839817574
833.1965982991496,0.886198855848423,0.02927934109366247
834.8124062031015,0.8371287146101262,0.02925816442223004
836.4282141070535,0.8454723032546542,0.029279392435364572
838.0440220110055,0.8572041829627086,0.029306051703341104
839.6598299149575,0.8867120417040221,0.029332561204003252
841.2756378189094,0.8456048418937413,0.029365467026608718
842.8914457228614,0.8643708424076967,0.02940884819490328
844.5072536268134,0.8728256788249427,0.029452098940982142
846.1230615307654,0.8691560600971765,0.029459020908805738
847.7388694347173,0.8687425074869477,0.029450036313582947
849.3546773386693,0.8525972956066266,0.029442087420780305
850.9704852426213,0.8755923347922603,0.029459532483317494
852.5862931465733,0.8568026732202884,0.02947560671499317
854.2021010505252,0.8836446418973825,0.029491630230779862
855.8179089544772,0.8723411563005714,0.02950239304366778
857.4337168584292,0.8547564825005874,0.029508014687614725
859.0495247623812,0.8758104884485823,0.029503741410236227
860.6653326663331,0.8493078078221588,0.029496349087997472
862.2811405702852,0.8574346578097188,0.029487631609835325
